stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,32.69,0
72hpf,1.07,1.07,0,0,0,0,2.14,3.21
21Day,0,0,2.68,0,2.68,2.68,0,6.69
3Month,0,0.64,0,1.28,0.32,0,0,0
22Month,0,2.73,0,0,0,0,0,0.55
