stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,12.26,0,4.09
72hpf,0,3.21,0,0,0,1.07,0,0
22Month,3.28,32.25,330.18,9.29,0.55,2.19,4.37,2.19
