stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,0,0
72hpf,0,2.14,0,0,0,5.35,0
21Day,0,2.68,0,0,0,0,0
3Month,1.28,44.79,15.36,3.2,22.4,0.64,2.56
22Month,0,13.12,0.55,1.64,6.56,0,0
