stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,4.09,0,0
21Day,6.69,1.34,0,0,1.34,0,4.02
3Month,9.6,0.64,0.32,1.28,0.32,0.96,0
22Month,20.23,0,0,4.37,0,0.55,1.09
