stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,20.43,0,0,0,0,12.26,0,0
72hpf,52.42,0,0,0,0,7.49,0,1.07
21Day,62.91,1.34,0,1.34,0,2.68,2.68,0
3Month,62.71,0,28.48,3.2,2.24,0.32,0.96,0.64
22Month,33.35,0,1.64,0.55,0.55,0,6.01,1.09
