stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,40.86,0,4.09
72hpf,4.28,2.14,0,0,1.07,27.81,0,8.56
21Day,2.68,6.69,0,2.68,4.02,4.02,1.34,8.03
3Month,2.56,0,2.24,0.32,0.32,0,0,0.64
22Month,0.55,0,0,1.09,0,0,0,0
