stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,0,0,4.09,0
72hpf,1.07,0,0,0,35.3,1.07,0
21Day,0,0,1.34,0,5.35,2.68,0
3Month,0,7.36,10.56,0,0.64,0.96,0.32
22Month,0,4.92,26.24,2.19,0.55,0,0
