stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,4.09
72hpf,0,1.07,1.07,0,0,3.21,0,0,0
21Day,0,4.02,16.06,0,72.28,2.68,0,1.34,1.34
3Month,0.96,3.84,2.56,0.64,31.04,0,0,0,1.6
22Month,0,7.65,0,0,10.93,0,1.09,0.55,0.55
