stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,0,0
72hpf,7.49,1.07,0,0,10.7,1.07,1.07
21Day,8.03,0,0,0,9.37,0,0
3Month,0.96,0,0.32,0.32,0,0.32,0
22Month,2.19,0,0,0.55,0,0.55,0.55
