stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,16.35,0,0
72hpf,3.21,0,0,0,8.56,0,3.21
21Day,2.68,0,0,1.34,10.71,0,4.02
3Month,10.24,0,6.4,0.64,0,0.32,0
22Month,8.2,0.55,1.09,1.09,7.11,0,0.55
