stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,4.09,0,0
72hpf,0,8.56,0,0,0,0,3.21,0,1.07
21Day,1.34,223.54,9.37,1.34,5.35,2.68,12.05,2.68,6.69
3Month,0,11.2,0,60.47,2.24,0,1.28,0.96,1.6
22Month,0,6.01,0,10.93,0.55,0,0.55,1.09,0.55
