stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,61.3,0
72hpf,3.21,0,0,1.07,1.07,31.02,7.49
21Day,0,0,0,1.34,0,13.39,1.34
3Month,0.64,0,0,0.64,0,0,0
22Month,1.64,0,1.09,0,0,0.55,0
