stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,8.17,0,4.09
72hpf,2.14,4.28,1.07,0,1.07,0,17.12,1.07,3.21
21Day,1.34,13.39,5.35,0,4.02,2.68,10.71,1.34,2.68
3Month,0,0.96,0,0,0.64,0,0,0,0
22Month,0,13.12,0.55,0.55,1.09,0,0,0,0.55
