stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,0,0,0,0,16.05,0,0
21Day,5.35,0,0,1.34,40.16,2.68,1.34
3Month,1.28,0.32,0,0,0.32,0,0
22Month,3.28,0,0.55,0,0.55,0,0.55
