stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,20.43,0,0
72hpf,1.07,1.07,0,0,0,11.77,0,2.14
21Day,0,0,0,1.34,0,8.03,0,0
3Month,1.28,0,0.32,0.32,0,0.32,0.32,0.96
22Month,1.64,0,0,0,0,0,0,0
