stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,20.43,0
72hpf,0,0,0,0,2.14,0
21Day,0,0,0,1.34,8.03,0
22Month,4.37,0.55,1.64,0,0.55,0.55
