stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,12.26,0,0
72hpf,2.14,0,0,0,4.28,0,1.07
21Day,0,1.34,0,0,1.34,0,0
3Month,2.24,6.08,0,0.32,0,0.64,0.64
22Month,2.73,7.11,0.55,0.55,0.55,0.55,1.09
