stage,Epithelial,Erythroid,Immune,Muscle,Neuron
24hpf,0,4.09,0,0,4.09
72hpf,0,0,0,0,5.35
21Day,0,0,0,1.34,0
3Month,1.6,0,0,0,0
22Month,4.37,0,0.55,0,0
