stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,24.52,0,0,4.09,0,0
72hpf,1.07,27.81,0,0,5.35,0,12.84
21Day,0,21.42,0,1.34,0,1.34,14.72
3Month,0,4.16,0.32,0,0,0,0.32
22Month,0,4.37,1.09,0,0,0,0
