stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,0,5.35,0,6.42
21Day,0,2.68,0,2.68,1.34,1.34,0,18.74
3Month,0,11.2,3.2,0.32,0.96,0,0,5.44
22Month,0.55,7.11,0,2.73,0,0,2.19,2.73
