stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,1.07,0,0,0,2.14,0
21Day,2.68,0,0,0,1.34,0
3Month,0.32,0.32,0.32,0.32,0,0.64
22Month,1.09,2.19,0.55,0.55,0,0
