stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,0,0
72hpf,20.33,0,0,0,1.07,0,0
21Day,96.37,1.34,0,4.02,0,2.68,1.34
3Month,11.2,0,1.28,1.28,0,0,0.32
22Month,9.84,0,0.55,0,0.55,0,0
