stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,8.17,0,4.09
72hpf,0,0,0,2.14,0,1.07
21Day,1.34,1.34,1.34,1.34,2.68,0
3Month,5.12,46.39,1.28,0,0,0
22Month,1.09,0,0,0,0,0
