stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,4.09,0,0
72hpf,8.56,0,0,0,1.07,2.14,0,2.14
21Day,20.08,1.34,0,1.34,0,0,1.34,0
3Month,17.6,0.32,0.64,4.16,0.64,0,0,0.64
22Month,19.13,0,1.09,2.73,1.09,0,0,1.09
