stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,16.35,0,0,0,0,0,0,0
21Day,0,267.71,4.02,0,0,1.34,1.34,0,8.03
3Month,0,45.75,0,0,5.12,0,0,0.64,0.64
22Month,0.55,127.37,0,27.88,3.83,0,1.64,0.55,0
