stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,0,0,0,0,0,0
21Day,1.34,0,0,0,6.69,0,0,0
3Month,5.12,0.32,0.32,0.64,9.92,0,0,0.32
22Month,10.39,0,0,2.73,4.92,0.55,0.55,1.09
