stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,3.21,0,0,0,0,1.07
21Day,0,0,0,0,1.34,2.68
3Month,2.24,0.64,2.56,0.32,0,0
