stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,2.14,1.07,0,1.07,1.07,0,1.07
21Day,2.68,1.34,0,2.68,0,1.34,4.02
3Month,2.24,0,0.32,0,0,0,0.32
22Month,1.64,0,0,0,0,0,0
