stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,1.07
21Day,0,1.34,0,0,0,0,0,1.34
3Month,9.28,0,1.28,1.28,0.32,0,0.32,3.52
22Month,0.55,0,0,2.73,0,0,0.55,7.65
