stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,4.09,0
72hpf,4.28,0,0,0,0,104.84,3.21,2.14
21Day,8.03,9.37,0,1.34,0,97.71,13.39,8.03
3Month,9.6,0.64,0.32,3.84,0,0.96,2.88,0
22Month,39.36,0,0,4.37,0.55,1.64,3.83,0.55
