stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,4.09,0,81.73,4.09,4.09
72hpf,1.07,2.14,2.14,5.35,0,1.07
21Day,2.68,0,0,1.34,0,1.34
22Month,27.33,2.19,0,3.28,0.55,0
