stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,61.3,0,8.17
72hpf,2.14,0,0,1.07,0,20.33,1.07,4.28
21Day,0,0,0,1.34,0,4.02,0,4.02
3Month,0,2.56,29.76,4.8,0.32,0.32,0.64,0.32
22Month,0,0.55,1.09,0,0,0,0,0
