stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,0,40.86,0,8.17
72hpf,0,3.21,0,0,0,2.14,121.96,0,8.56
21Day,0,4.02,2.68,0,0,8.03,32.12,0,9.37
3Month,0.32,6.4,0,3.2,1.28,0.32,0.64,0,0.96
22Month,0,3.83,0,0.55,3.28,0.55,1.09,0.55,1.64
