stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,2.14,0,0
21Day,0,1.34,0,0,1.34,0,1.34,0
3Month,0,1.92,0.32,0.96,0.32,0.32,0,0.96
22Month,0.55,9.84,1.64,1.64,0,0.55,0.55,1.09
