stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0,5.35,0,0
21Day,1.34,0,0,0,14.72,0,0
3Month,9.6,0,3.2,2.56,0.32,0,1.28
22Month,22.96,0.55,3.83,1.64,1.09,0.55,1.64
