stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0,0
72hpf,0,6.42,2.14,1.07,0,2.14,1.07,0,2.14
21Day,0,1.34,2.68,6.69,0,1.34,0,0,2.68
3Month,0,1.28,0.32,2.24,0.64,0,0,0.32,0
22Month,0.55,4.92,0.55,2.19,0,0,0,0,0.55
