stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0
72hpf,0,0,0,6.42,0,0,0
21Day,0,0,0,5.35,0,0,0
3Month,2.24,0.32,0.64,0,0,0,0
22Month,9.84,0,3.28,0,0.55,0.55,0.55
