stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,8.17,0,8.17,4.09
72hpf,0,0,0,0,1.07,2.14
21Day,0,1.34,12.05,0,4.02,0
3Month,3.52,2.56,9.92,0.32,0,0.64
22Month,3.28,0.55,4.37,0,0,0
