stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,4.09,0,4.09,0,4.09
72hpf,0,0,0,0,1.07,0,2.14
21Day,0,0,1.34,0,1.34,0,0
3Month,0.32,1.92,4.8,0,0.32,0,0.64
22Month,0.55,6.01,18.59,0.55,0.55,1.09,2.73
