stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,114.42,16.35
72hpf,1.07,0,0,0,0,8.56,5.35
21Day,2.68,8.03,0,0,0,10.71,1.34
3Month,0,0,0.96,0,0,0,0
22Month,0,0,0,0.55,2.19,2.73,0
