stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,24.52,0,12.26
72hpf,1.07,0,0,0,1.07,0,17.12,0,1.07
21Day,0,4.02,1.34,0,4.02,1.34,5.35,0,2.68
3Month,0.32,3.84,0.32,1.6,25.6,0,0,0.64,0.32
22Month,1.09,2.19,0,0,6.56,0,0,0,0.55
