stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
72hpf,1.07,0,0,0,0,1.07
21Day,9.37,1.34,2.68,1.34,1.34,1.34
3Month,1.6,0,1.28,0,0,0.32
