stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,4.09,0,44.95,12.26
72hpf,1.07,7.49,0,2.14,11.77,2.14
21Day,0,4.02,1.34,0,1.34,8.03
3Month,0,0.96,0,0,0,0
