stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,3.21,0,0,0,2.14,0
21Day,5.35,2.68,0,0,0,0
3Month,7.04,0,0.32,1.28,0,0.32
22Month,0.55,0,0,0.55,0,0
