stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0,0
72hpf,1.07,0,0,0,24.61,0,0,0
21Day,0,0,1.34,0,4.02,0,0,2.68
3Month,0,0.64,0,0.64,0,0,0.32,0
22Month,0,1.64,0,0,0,1.09,0.55,0
