stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,4.09
72hpf,0,5.35,0,0,0,2.14,0
21Day,0,0,0,0,0,4.02,2.68
3Month,0,0.32,0.32,1.6,0.32,0,0.32
22Month,0.55,0.55,0,0,0,0,0.55
