stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,8.17,0
72hpf,0,0,0,0,5.35,1.07
21Day,0,1.34,0,1.34,2.68,0
3Month,0,0.96,4.48,1.28,0,0
22Month,0.55,0.55,6.01,0,0,0.55
