stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,16.35,0,0,0
72hpf,2.14,0,0,1.07,2.14,25.67,0,1.07,0
21Day,4.02,2.68,0,5.35,1.34,2.68,0,0,2.68
3Month,29.12,0.64,16.32,5.76,0.64,0.32,0,22.72,1.6
22Month,37.17,0.55,2.73,15.85,1.09,10.39,2.73,86.92,10.39
