stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,4.09,20.43,0
72hpf,9.63,0,0,2.14,2.14
21Day,6.69,0,0,0,0
3Month,0.96,0.32,0.32,0,0
22Month,1.64,0,0,0,0
