stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,1.07,0,0,4.28,0
21Day,2.68,1.34,4.02,0,0
3Month,0.64,0.96,0,0,0
22Month,0,3.83,0.55,0,0.55
