stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,1.07,0,0,8.56,1.07
21Day,0,0,0,2.68,0
3Month,0.96,0.32,0.64,0,0
22Month,1.64,0,1.09,0,0
