stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,0,4.09,16.35,0
72hpf,1.07,1.07,0,0,3.21,10.7,1.07
21Day,0,0,1.34,2.68,0,0,1.34
3Month,0.32,0,4.16,0,0,0,0
22Month,0,0,0,0.55,0,0,0
