stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,16.35,0,0
21Day,0,0,0,4.02,0,0
3Month,0.32,1.92,0.32,10.88,0.32,0.32
22Month,0,1.64,0,19.68,0,0.55
