stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,28.6,0,0
72hpf,1.07,6.42,0,2.14,200.05,0,3.21
21Day,5.35,0,1.34,0,81.65,1.34,2.68
3Month,0.96,0,0,0,0,0,0
