stage,Epithelial,Erythroid,Muscle,Neuron,Stromal
24hpf,0,0,0,89.9,4.09
72hpf,0,1.07,1.07,2.14,2.14
21Day,0,0,2.68,1.34,6.69
3Month,1.28,0.32,0,0,0.32
22Month,6.56,0,0.55,0,0.55
