stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,1.07,0,0,0,0,0,0
21Day,5.35,0,1.34,0,1.34,1.34,1.34
3Month,15.04,0.96,18.56,0.32,0.32,1.28,0.64
22Month,6.56,0,1.09,0,0,0,0
