stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,2.14,0,0,8.56,289.91
21Day,0,0,0,2.68,100.39
3Month,1.28,1.28,0.32,0,0.32
22Month,11.48,0.55,0.55,0,0.55
