stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,11.77,1.07,0,0,2.14,0,6.42
21Day,1.34,25.43,2.68,0,1.34,0,1.34,10.71
3Month,0,3.2,0,0.32,0,0,0.64,0
