stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,4.09,4.09,183.89,12.26
72hpf,1.07,0,1.07,1.07,27.81,2.14
21Day,0,2.68,4.02,1.34,1.34,1.34
22Month,1.09,0,1.09,0,0,0
