stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
21Day,0,0,0,1.34,0,2.68,0,0,0
3Month,0,3.84,0,0,0.96,10.24,0,0,0
22Month,0.55,16.95,0.55,1.09,3.83,14.21,0.55,1.09,1.09
