stage,Epithelial,Erythroid,Germ,Immune,Muscle,Other,Secretory,Stromal
72hpf,3.21,0,0,0,0,0,0,0
21Day,8.03,1.34,0,0,0,0,0,0
3Month,9.92,0.32,0.64,0.32,0.32,0,0.32,0
22Month,29.52,0,0,2.73,0,0.55,0,0.55
