stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,8.17,0,0
72hpf,0,0,2.14,1.07,0
21Day,0,0,22.76,1.34,4.02
22Month,0.55,1.64,0,0.55,0
