stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,0,4.09,12.26,0,0
72hpf,2.14,0,0,2.14,0,0
21Day,0,1.34,0,1.34,0,1.34
22Month,3.83,0,0.55,0.55,0.55,0
