stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,8.17,0,0
72hpf,0,2.14,0,0,3.21,0,1.07,2.14
21Day,1.34,0,0,0,6.69,1.34,0,0
3Month,0,0.64,0,0.32,0.64,0,0,0.32
22Month,0,1.09,0.55,1.09,0,0,0,0.55
